gamma,mu_eta,sigma_eta2,rho_omega,sigma_nu2,epsilon,delta,avg_isr,var_log1p_isr,avg_gross_margin,gamma_OLS,rho_omega_ar1,sigma_eta2_ar1,avg_opex_sales,any_inventory_above_grid,failed,fail_code
0.8243299852172831,-2.7521327214143296,0.35067617414692165,0.05342580606405738,0.11537801855692104,10.779414561313825,0.03771957334754047,,,,,,,,False,True,1
0.8879663488536467,-2.28299545259673,0.3814454049161523,0.0710728648875868,0.21204468522358771,18.779414561313825,0.05571957334754048,,,,,,,,False,True,1
0.9516027124900104,-1.988724061755353,0.4122146356853831,0.08871992371111621,0.01871135189025437,8.779414561313825,0.07371957334754047,1.2310636037650073,0.10841559267856138,1.4105383044664208,-0.30508204582320847,-0.017943325446050123,0.017418164231448815,0.09979758760304772,False,False,0
1.0152390761263739,-1.7574938787819974,0.44298386645461396,0.10636698253464569,0.1476002407791433,16.779414561313825,0.09171957334754047,4.361913458062224,0.36711372455933494,1.3611021011348965,0.007124057771500121,-0.03899697357422662,0.020125778137379993,0.09954796898092695,False,False,0
1.0788754397627376,-1.5674760344793797,0.47375309722384473,0.12401404135817504,0.24426690744580992,12.779414561313825,0.023319573347540465,,,,,,,,False,True,3
1.1425118033991013,-1.4066776108806267,0.10688919189840088,0.14166110018170452,0.05093357411247661,4.779414561313825,0.041319573347540474,0.8841117597797477,0.011629031657511977,1.5651434237301551,-0.40136454755011275,-0.04530081137053817,0.006555062790302563,0.09445944638897848,False,False,0
1.2061481670354648,-2.910967115681171,0.13765842266763162,0.15930815900523387,0.09389653707543956,4.966914561313825,0.05931957334754046,0.9934154468553092,0.017952445153886526,1.4072052126452883,0.5218924819379581,-0.004146735112937508,0.018118218683138516,0.01691287512692331,False,False,0
1.2697845306718285,-2.336520686794445,0.1684276534368624,0.17695521782876328,0.19056320374210625,12.966914561313825,0.07731957334754047,1.0156592385566627,0.020251181936966584,1.242215236067384,-0.716349928513748,-0.05105793481213737,0.019433488231747623,0.023104019888060906,False,False,0
1.3334208943081922,-1.9437339148717152,0.19919688420609313,0.1946022766522927,0.2872298704087729,8.966914561313825,0.09531957334754047,1.0449324479418984,0.03524531077853034,1.3494168179689856,-0.1186058540830476,-0.013172053205558502,0.025977287275202182,0.028677497903632606,False,False,0
1.3970572579445557,-1.6925111877284311,0.22996611497532396,0.21224933547582212,0.12611875929766178,16.966914561313825,0.026919573347540464,1.177772364707325,0.028768146389546233,1.172187634169991,-0.5843925901127819,-0.0734405494046632,0.013184416614853287,0.03579614610726243,False,False,0
