table_number,table_title,2012_naics_code,data_item,kind_of_business,type_of_operation,year,estimate_value,estimate_flag
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Manufacturers' sales branches and offices,2015,128507,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Merchant Wholesalers,2016,594068,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2016,459556,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Manufacturers' sales branches and offices,2016,134512,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Merchant Wholesalers,2017,633337,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2017,491560,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Manufacturers' sales branches and offices,2017,141777,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Merchant Wholesalers,2018,665560,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2018,515712,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Manufacturers' sales branches and offices,2018,149848,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Merchant Wholesalers,2019,678656,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2019,526242,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Manufacturers' sales branches and offices,2019,,S
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Merchant Wholesalers,2020,653962,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2020,512040,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Manufacturers' sales branches and offices,2020,,S
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Merchant Wholesalers,2021,728546,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2021,574209,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Manufacturers' sales branches and offices,2021,,S
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Merchant Wholesalers,2022,822255,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,644863,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses,Durable Goods,Manufacturers' sales branches and offices,2022,,S
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Manufacturers' sales branches and offices,2002,9.3,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Manufacturers' sales branches and offices,2003,9.3,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Manufacturers' sales branches and offices,2004,9,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Manufacturers' sales branches and offices,2005,8.9,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Merchant Wholesalers,2006,13.9,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2006,15.9,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Manufacturers' sales branches and offices,2006,9,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Merchant Wholesalers,2007,14.7,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2007,16.7,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Manufacturers' sales branches and offices,2007,9.4,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Merchant Wholesalers,2008,15.4,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2008,16.9,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Manufacturers' sales branches and offices,2008,11,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Merchant Wholesalers,2009,16.8,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2009,18.1,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Manufacturers' sales branches and offices,2009,12.6,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Merchant Wholesalers,2010,15.7,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2010,17,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Manufacturers' sales branches and offices,2010,11.8,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Merchant Wholesalers,2011,15.2,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2011,16.2,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Manufacturers' sales branches and offices,2011,12,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Merchant Wholesalers,2012,15.1,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2012,16.3,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Manufacturers' sales branches and offices,2012,11.6,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Merchant Wholesalers,2013,15.3,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2013,16.3,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Manufacturers' sales branches and offices,2013,12.4,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Merchant Wholesalers,2014,15.7,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2014,16.6,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Manufacturers' sales branches and offices,2014,13.2,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Merchant Wholesalers,2015,16.6,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2015,17.5,
5,Table 5. Estimated Annual Operating Expenses and Operating Expenses as a Percent of Sales for U.S. Merchant Wholesalers: 2002 through 2022,423,Operating expenses as a percent of sales,Durable Goods,Manufacturers' sales branches and offices,2015,14.1,
