table_number,table_title,source_url,2012_naics_code,data_item,kind_of_business,type_of_operation,year,estimate_value,estimate_flag,estimate_text
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,42,Purchases,Wholesale Trade,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,6576624.0,,6576624
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,423,Purchases,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,2838495.0,,2838495
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4231,Purchases,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,439372.0,,439372
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4232,Purchases,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,77449.0,,77449
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4233,Purchases,Lumber and Other Construction Materials,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,187500.0,,187500
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4234,Purchases,Professional and Commercial Equipment and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,,S,S
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,42343,Purchases,Computer and Computer Peripheral Equipment and Software,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,,S,S
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,42345,Purchases,"Medical, Dental, and Hospital Equipment and Supplies","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,,S,S
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4235,Purchases,Metals and Minerals (except Petroleum),"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,220711.0,,220711
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4236,Purchases,Household Appliances and Electrical and Electronic Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,599213.0,,599213
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4237,Purchases,"Hardware, and Plumbing and Heating Equipment and Supplies","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,165042.0,,165042
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4238,Purchases,"Machinery, Equipment, and Supplies","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,430245.0,,430245
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4239,Purchases,Miscellaneous Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,269149.0,,269149
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,424,Purchases,Nondurable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,3738129.0,,3738129
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4241,Purchases,Paper and Paper Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,79582.0,,79582
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4242,Purchases,Drugs and Druggists' Sundries,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,,S,S
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4243,Purchases,"Apparel, Piece Goods, and Notions","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,106769.0,,106769
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4244,Purchases,Grocery and Related Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,728426.0,,728426
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4245,Purchases,Farm Product Raw Materials,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,292855.0,,292855
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4246,Purchases,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,130618.0,,130618
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4247,Purchases,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,1104520.0,,1104520
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4248,Purchases,"Beer, Wine, and Distilled Alcoholic Beverages","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,138379.0,,138379
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4249,Purchases,Miscellaneous Nondurable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,334840.0,,334840
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,42,Gross margins,Wholesale Trade,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,1618021.0,,1618021
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,423,Gross margins,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,1023139.0,,1023139
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4231,Gross margins,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,131239.0,,131239
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4232,Gross margins,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,39245.0,,39245
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4233,Gross margins,Lumber and Other Construction Materials,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,68248.0,,68248
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4234,Gross margins,Professional and Commercial Equipment and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,,S,S
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,42343,Gross margins,Computer and Computer Peripheral Equipment and Software,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,,S,S
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,42345,Gross margins,"Medical, Dental, and Hospital Equipment and Supplies","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,,S,S
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4235,Gross margins,Metals and Minerals (except Petroleum),"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,48376.0,,48376
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4236,Gross margins,Household Appliances and Electrical and Electronic Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,220580.0,,220580
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4237,Gross margins,"Hardware, and Plumbing and Heating Equipment and Supplies","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,73890.0,,73890
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4238,Gross margins,"Machinery, Equipment, and Supplies","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,186911.0,,186911
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4239,Gross margins,Miscellaneous Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,93514.0,,93514
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,424,Gross margins,Nondurable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,594882.0,,594882
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4241,Gross margins,Paper and Paper Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,24727.0,,24727
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4242,Gross margins,Drugs and Druggists' Sundries,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,,S,S
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4243,Gross margins,"Apparel, Piece Goods, and Notions","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,74124.0,,74124
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4244,Gross margins,Grocery and Related Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,139791.0,,139791
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4245,Gross margins,Farm Product Raw Materials,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,33062.0,,33062
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4246,Gross margins,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,40800.0,,40800
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4247,Gross margins,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,47172.0,,47172
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4248,Gross margins,"Beer, Wine, and Distilled Alcoholic Beverages","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,56415.0,,56415
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4249,Gross margins,Miscellaneous Nondurable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,80093.0,,80093
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,42,Gross margins as a percent of sales,Wholesale Trade,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,20.1,,20.1
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,423,Gross margins as a percent of sales,Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,27.1,,27.1
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4231,Gross margins as a percent of sales,Motor Vehicle and Motor Vehicle Parts and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,23.7,,23.7
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4232,Gross margins as a percent of sales,Furniture and Home Furnishings,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,34.7,,34.7
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4233,Gross margins as a percent of sales,Lumber and Other Construction Materials,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,27.0,,27
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4234,Gross margins as a percent of sales,Professional and Commercial Equipment and Supplies,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,,S,S
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,42343,Gross margins as a percent of sales,Computer and Computer Peripheral Equipment and Software,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,,S,S
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,42345,Gross margins as a percent of sales,"Medical, Dental, and Hospital Equipment and Supplies","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,,S,S
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4235,Gross margins as a percent of sales,Metals and Minerals (except Petroleum),"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,18.2,,18.2
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4236,Gross margins as a percent of sales,Household Appliances and Electrical and Electronic Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,27.6,,27.6
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4237,Gross margins as a percent of sales,"Hardware, and Plumbing and Heating Equipment and Supplies","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,32.0,,32
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4238,Gross margins as a percent of sales,"Machinery, Equipment, and Supplies","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,31.6,,31.6
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4239,Gross margins as a percent of sales,Miscellaneous Durable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,26.2,,26.2
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,424,Gross margins as a percent of sales,Nondurable Goods,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,13.9,,13.9
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4241,Gross margins as a percent of sales,Paper and Paper Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,23.9,,23.9
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4242,Gross margins as a percent of sales,Drugs and Druggists' Sundries,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,,S,S
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4243,Gross margins as a percent of sales,"Apparel, Piece Goods, and Notions","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,43.6,,43.6
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4244,Gross margins as a percent of sales,Grocery and Related Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,16.2,,16.2
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4245,Gross margins as a percent of sales,Farm Product Raw Materials,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,10.2,,10.2
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4246,Gross margins as a percent of sales,Chemicals and Allied Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,24.1,,24.1
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4247,Gross margins as a percent of sales,Petroleum and Petroleum Products,"Merchant Wholesalers, except manufacturers' sales branches and offices",2022,4.1,,4.1
4,"Table 4. Estimated Annual Purchases, Gross Margins, and Gross Margins as a Percent of Sales for U.S. Merchant Wholesalers, Except Manufacturers' Sales Branches and Offices: 1992 through 2022",https://www2.census.gov/programs-surveys/awts/tables/2022/2022_awts_purchmarg_nomsbo_table4.xlsx,4248,Gross margins as a percent of sales,"Beer, Wine, and Distilled Alcoholic Beverages","Merchant Wholesalers, except manufacturers' sales branches and offices",2022,29.5,,29.5
